Etat;Entreprise;Secteur;Période;Devise;Région;Pays;Poste;2020;2021;2022;2023;2024;2025;2026;2027
Compte de résultat;CHINA CONSTRUCTION BANK CORPORATION;Banques - Autres;Décembre;CNY en Millions;Asie;Hong Kong;Résultat net;271000.0;303000.0;324000.0;333000.0;336000.0;;;
Compte de résultat;CHINA CONSTRUCTION BANK CORPORATION;Banques - Autres;Décembre;CNY en Millions;Asie;Hong Kong;Résultat net pour les actionnaires ordinaires, éléments exceptionnels inclus.;265000.0;298000.0;319000.0;328000.0;328000.0;;;
Compte de résultat;CHINA CONSTRUCTION BANK CORPORATION;Banques - Autres;Décembre;CNY en Millions;Asie;Hong Kong;Bénéfice net par action - de base;1.06;1.19;1.28;1.31;1.31;;;
Compte de résultat;CHINA CONSTRUCTION BANK CORPORATION;Banques - Autres;Décembre;CNY en Millions;Asie;Hong Kong;BPA de base - Activités poursuivies;1.06;1.19;1.28;1.31;1.31;;;
Compte de résultat;CHINA CONSTRUCTION BANK CORPORATION;Banques - Autres;Décembre;CNY en Millions;Asie;Hong Kong;Moyenne pondérée des actions en circulation;250000.0;250000.0;250000.0;250000.0;250000.0;;;
Compte de résultat;CHINA CONSTRUCTION BANK CORPORATION;Banques - Autres;Décembre;CNY en Millions;Asie;Hong Kong;Bénéfice net par action - dilué;1.06;1.19;1.28;1.31;1.31;;;
Compte de résultat;CHINA CONSTRUCTION BANK CORPORATION;Banques - Autres;Décembre;CNY en Millions;Asie;Hong Kong;BPA dilué - Activités poursuivies;1.06;1.19;1.28;1.31;1.31;;;
Compte de résultat;CHINA CONSTRUCTION BANK CORPORATION;Banques - Autres;Décembre;CNY en Millions;Asie;Hong Kong;Moyenne pondérée diluée des actions en circulation;250000.0;250000.0;250000.0;250000.0;250000.0;;;
Compte de résultat;CHINA CONSTRUCTION BANK CORPORATION;Banques - Autres;Décembre;CNY en Millions;Asie;Hong Kong;BPA de base normalisé;0.82;0.94;0.96;1.01;0.96;;;
Compte de résultat;CHINA CONSTRUCTION BANK CORPORATION;Banques - Autres;Décembre;CNY en Millions;Asie;Hong Kong;BPA dilué normalisé;0.82;0.94;0.96;1.01;0.96;;;
Compte de résultat;CHINA CONSTRUCTION BANK CORPORATION;Banques - Autres;Décembre;CNY en Millions;Asie;Hong Kong;Dividende par action;0.33;0.36;0.39;0.4;0.4;;;
Compte de résultat;CHINA CONSTRUCTION BANK CORPORATION;Banques - Autres;Décembre;CNY en Millions;Asie;Hong Kong;Ratio de distribution;31.59;28.55;29.6;30.83;31.92;;;
Compte de résultat;CHINA CONSTRUCTION BANK CORPORATION;Banques - Autres;Décembre;CNY en Millions;Asie;Hong Kong;American Depositary Receipts Ratio (ADR);20.0;20.0;20.0;20.0;20.0;;;
Compte de résultat;CHINA CONSTRUCTION BANK CORPORATION;Banques - Autres;Décembre;CNY en Millions;Asie;Hong Kong;Total des impôts courants;78340.0;79230.0;77400.0;66370.0;53440.0;;;
Compte de résultat;CHINA CONSTRUCTION BANK CORPORATION;Banques - Autres;Décembre;CNY en Millions;Asie;Hong Kong;Total des impôts différés;-16210.0;-4040.0;-18090.0;-9080.0;-5340.0;;;
Compte de résultat;CHINA CONSTRUCTION BANK CORPORATION;Banques - Autres;Décembre;CNY en Millions;Asie;Hong Kong;Résultat net normalisé;206000.0;235000.0;239000.0;252000.0;240000.0;;;
Compte de résultat;CHINA CONSTRUCTION BANK CORPORATION;Banques - Autres;Décembre;CNY en Millions;Asie;Hong Kong;Provisions de pension;-14.0;-30.0;-23.0;-19.0;-14.0;;;
Bilan;CHINA CONSTRUCTION BANK CORPORATION;Banques - Autres;Décembre;CNY en Millions;Asie;Hong Kong;Intérêts minoritaires;-2530.0;-1420.0;695.0;193.0;-705.0;;;
Bilan;CHINA CONSTRUCTION BANK CORPORATION;Banques - Autres;Décembre;CNY en Millions;Asie;Hong Kong;Trésorerie et équivalents;879000.0;806000.0;1144000.0;925000.0;569000.0;;;
Bilan;CHINA CONSTRUCTION BANK CORPORATION;Banques - Autres;Décembre;CNY en Millions;Asie;Hong Kong;Immobilisations corporelles brutes;345000.0;354000.0;365000.0;367000.0;374000.0;;;
Bilan;CHINA CONSTRUCTION BANK CORPORATION;Banques - Autres;Décembre;CNY en Millions;Asie;Hong Kong;Amortissements cumulés;-146000.0;-159000.0;-172000.0;-169000.0;-175000.0;;;
Bilan;CHINA CONSTRUCTION BANK CORPORATION;Banques - Autres;Décembre;CNY en Millions;Asie;Hong Kong;Immobilisations corporelles nettes;198000.0;195000.0;193000.0;197000.0;199000.0;;;
Bilan;CHINA CONSTRUCTION BANK CORPORATION;Banques - Autres;Décembre;CNY en Millions;Asie;Hong Kong;Goodwill;2210.0;2140.0;2260.0;2460.0;2520.0;;;
Bilan;CHINA CONSTRUCTION BANK CORPORATION;Banques - Autres;Décembre;CNY en Millions;Asie;Hong Kong;Autres immobilisations incorporelles, total;19400.0;19490.0;19720.0;19450.0;18250.0;;;
Bilan;CHINA CONSTRUCTION BANK CORPORATION;Banques - Autres;Décembre;CNY en Millions;Asie;Hong Kong;Autres créances;22400.0;23720.0;20720.0;22630.0;20510.0;;;
Bilan;CHINA CONSTRUCTION BANK CORPORATION;Banques - Autres;Décembre;CNY en Millions;Asie;Hong Kong;Autres actifs à court terme, total;102000.0;121000.0;119000.0;88710.0;138000.0;;;
Bilan;CHINA CONSTRUCTION BANK CORPORATION;Banques - Autres;Décembre;CNY en Millions;Asie;Hong Kong;Autres actifs à long terme, total;186000.0;276000.0;205000.0;215000.0;179000.0;;;
Bilan;CHINA CONSTRUCTION BANK CORPORATION;Banques - Autres;Décembre;CNY en Millions;Asie;Hong Kong;Total des actifs;28132000.0;30254000.0;34602000.0;38325000.0;40571000.0;;;
Bilan;CHINA CONSTRUCTION BANK CORPORATION;Banques - Autres;Décembre;CNY en Millions;Asie;Hong Kong;Charges à payer, total;50820.0;58150.0;68940.0;72040.0;80610.0;;;
Bilan;CHINA CONSTRUCTION BANK CORPORATION;Banques - Autres;Décembre;CNY en Millions;Asie;Hong Kong;Emprunts à court terme;81960.0;31320.0;46750.0;41870.0;93990.0;;;
Bilan;CHINA CONSTRUCTION BANK CORPORATION;Banques - Autres;Décembre;CNY en Millions;Asie;Hong Kong;Part à court terme de la dette à long terme;1433000.0;1558000.0;2141000.0;2707000.0;3340000.0;;;
Bilan;CHINA CONSTRUCTION BANK CORPORATION;Banques - Autres;Décembre;CNY en Millions;Asie;Hong Kong;Part à court terme des contrats de location;7040.0;8950.0;6840.0;6700.0;6660.0;;;
Bilan;CHINA CONSTRUCTION BANK CORPORATION;Banques - Autres;Décembre;CNY en Millions;Asie;Hong Kong;Dette à long terme;695000.0;784000.0;875000.0;987000.0;1209000.0;;;
Bilan;CHINA CONSTRUCTION BANK CORPORATION;Banques - Autres;Décembre;CNY en Millions;Asie;Hong Kong;Contrats de location à long terme;16550.0;14800.0;16900.0;17510.0;17260.0;;;
Bilan;CHINA CONSTRUCTION BANK CORPORATION;Banques - Autres;Décembre;CNY en Millions;Asie;Hong Kong;Impôts sur le revenu à payer;72170.0;73130.0;71080.0;61040.0;28320.0;;;
Bilan;CHINA CONSTRUCTION BANK CORPORATION;Banques - Autres;Décembre;CNY en Millions;Asie;Hong Kong;Pensions et autres avantages postérieurs à l'emploi;1600.0;1560.0;1660.0;1680.0;1460.0;;;
Bilan;CHINA CONSTRUCTION BANK CORPORATION;Banques - Autres;Décembre;CNY en Millions;Asie;Hong Kong;Autres passifs non courants;397000.0;470000.0;488000.0;473000.0;424000.0;;;
Bilan;CHINA CONSTRUCTION BANK CORPORATION;Banques - Autres;Décembre;CNY en Millions;Asie;Hong Kong;Total du passif;25743000.0;27640000.0;31723000.0;35153000.0;37227000.0;;;
Bilan;CHINA CONSTRUCTION BANK CORPORATION;Banques - Autres;Décembre;CNY en Millions;Asie;Hong Kong;Actions ordinaires, total;250000.0;250000.0;250000.0;250000.0;250000.0;;;
Bilan;CHINA CONSTRUCTION BANK CORPORATION;Banques - Autres;Décembre;CNY en Millions;Asie;Hong Kong;Primes d'émissions d'actions;134000.0;135000.0;136000.0;136000.0;136000.0;;;
Bilan;CHINA CONSTRUCTION BANK CORPORATION;Banques - Autres;Décembre;CNY en Millions;Asie;Hong Kong;Bénéfices non distribués sur l'exercice;1866000.0;2082000.0;2310000.0;2541000.0;2719000.0;;;
Bilan;CHINA CONSTRUCTION BANK CORPORATION;Banques - Autres;Décembre;CNY en Millions;Asie;Hong Kong;Résultat global et autres;55040.0;61330.0;101000.0;164000.0;158000.0;;;
Bilan;CHINA CONSTRUCTION BANK CORPORATION;Banques - Autres;Décembre;CNY en Millions;Asie;Hong Kong;Total des fonds propres ordinaires;2305000.0;2528000.0;2797000.0;3090000.0;3262000.0;;;
Bilan;CHINA CONSTRUCTION BANK CORPORATION;Banques - Autres;Décembre;CNY en Millions;Asie;Hong Kong;Total des capitaux propres;2389000.0;2614000.0;2879000.0;3172000.0;3344000.0;;;
Bilan;CHINA CONSTRUCTION BANK CORPORATION;Banques - Autres;Décembre;CNY en Millions;Asie;Hong Kong;Total du passif et des capitaux propres;28132000.0;30254000.0;34602000.0;38325000.0;40571000.0;;;
Bilan;CHINA CONSTRUCTION BANK CORPORATION;Banques - Autres;Décembre;CNY en Millions;Asie;Hong Kong;ECS Nombre total d'actions en circulation à la date de dépôt;250000.0;250000.0;250000.0;250000.0;250000.0;;;
Bilan;CHINA CONSTRUCTION BANK CORPORATION;Banques - Autres;Décembre;CNY en Millions;Asie;Hong Kong;ECS Total des actions ordinaires en circulation;250000.0;250000.0;250000.0;250000.0;250000.0;;;
Bilan;CHINA CONSTRUCTION BANK CORPORATION;Banques - Autres;Décembre;CNY en Millions;Asie;Hong Kong;Actif net par action;9.06;9.95;10.87;11.8;12.65;;;
Bilan;CHINA CONSTRUCTION BANK CORPORATION;Banques - Autres;Décembre;CNY en Millions;Asie;Hong Kong;Actif corporel net;2283000.0;2507000.0;2775000.0;3068000.0;3241000.0;;;
Bilan;CHINA CONSTRUCTION BANK CORPORATION;Banques - Autres;Décembre;CNY en Millions;Asie;Hong Kong;Actif corporel net par action;8.97;9.87;10.78;11.71;12.56;;;
Bilan;CHINA CONSTRUCTION BANK CORPORATION;Banques - Autres;Décembre;CNY en Millions;Asie;Hong Kong;Total de la dette;2233000.0;2397000.0;3087000.0;3760000.0;4667000.0;;;
Bilan;CHINA CONSTRUCTION BANK CORPORATION;Banques - Autres;Décembre;CNY en Millions;Asie;Hong Kong;Dette relative aux PBO non financés;-856.0;-861.0;-609.0;-574.0;-495.0;;;
Bilan;CHINA CONSTRUCTION BANK CORPORATION;Banques - Autres;Décembre;CNY en Millions;Asie;Hong Kong;Dette nette;200000.0;819000.0;634000.0;1613000.0;3153000.0;;;
Bilan;CHINA CONSTRUCTION BANK CORPORATION;Banques - Autres;Décembre;CNY en Millions;Asie;Hong Kong;Investissements selon la méthode de la mise en équivalence, total;13700.0;18880.0;22700.0;20980.0;23560.0;;;
Bilan;CHINA CONSTRUCTION BANK CORPORATION;Banques - Autres;Décembre;CNY en Millions;Asie;Hong Kong;Employés à temps plein;374.0;376.0;377.0;377.0;377.0;;;
Flux de trésorerie;CHINA CONSTRUCTION BANK CORPORATION;Banques - Autres;Décembre;CNY en Millions;Asie;Hong Kong;Résultat net;271000.0;303000.0;324000.0;333000.0;336000.0;;;
Flux de trésorerie;CHINA CONSTRUCTION BANK CORPORATION;Banques - Autres;Décembre;CNY en Millions;Asie;Hong Kong;Dépréciation du goodwill et des actifs intangibles;1520.0;639.0;622.0;585.0;551.0;;;
Flux de trésorerie;CHINA CONSTRUCTION BANK CORPORATION;Banques - Autres;Décembre;CNY en Millions;Asie;Hong Kong;(Revenus) pertes sur participations - (CF);-895.0;-1600.0;-1190.0;-1150.0;-584.0;;;
Flux de trésorerie;CHINA CONSTRUCTION BANK CORPORATION;Banques - Autres;Décembre;CNY en Millions;Asie;Hong Kong;Flux de trésorerie d'exploitation;581000.0;437000.0;978000.0;-2344000.0;-988000.0;;;
Flux de trésorerie;CHINA CONSTRUCTION BANK CORPORATION;Banques - Autres;Décembre;CNY en Millions;Asie;Hong Kong;Dépenses d'investissement du capital (CAPEX);-25740.0;-21240.0;-23750.0;-25090.0;-29170.0;;;
Flux de trésorerie;CHINA CONSTRUCTION BANK CORPORATION;Banques - Autres;Décembre;CNY en Millions;Asie;Hong Kong;Vente d'immobilisations corporelles;1630.0;2950.0;3740.0;4310.0;5550.0;;;
Flux de trésorerie;CHINA CONSTRUCTION BANK CORPORATION;Banques - Autres;Décembre;CNY en Millions;Asie;Hong Kong;Acquisitions en espèces;Nan;Nan;Nan;-1130.0;Nan;;;
Flux de trésorerie;CHINA CONSTRUCTION BANK CORPORATION;Banques - Autres;Décembre;CNY en Millions;Asie;Hong Kong;Investissements en titres négociables et en actions, total;-826000.0;-737000.0;-883000.0;-1067000.0;-972000.0;;;
Flux de trésorerie;CHINA CONSTRUCTION BANK CORPORATION;Banques - Autres;Décembre;CNY en Millions;Asie;Hong Kong;Autres activités d'investissement, total;208000.0;237000.0;251000.0;268000.0;303000.0;;;
Flux de trésorerie;CHINA CONSTRUCTION BANK CORPORATION;Banques - Autres;Décembre;CNY en Millions;Asie;Hong Kong;Flux de trésorerie d'investissement;-642000.0;-519000.0;-652000.0;-821000.0;-693000.0;;;
Flux de trésorerie;CHINA CONSTRUCTION BANK CORPORATION;Banques - Autres;Décembre;CNY en Millions;Asie;Hong Kong;Dette à long terme émise, total;118000.0;211000.0;145000.0;149000.0;273000.0;;;
Flux de trésorerie;CHINA CONSTRUCTION BANK CORPORATION;Banques - Autres;Décembre;CNY en Millions;Asie;Hong Kong;Total de la dette émise;118000.0;211000.0;145000.0;149000.0;273000.0;;;
Flux de trésorerie;CHINA CONSTRUCTION BANK CORPORATION;Banques - Autres;Décembre;CNY en Millions;Asie;Hong Kong;Remboursement de la dette à long terme, total;-79240.0;-81900.0;-62390.0;-123000.0;-96490.0;;;
Flux de trésorerie;CHINA CONSTRUCTION BANK CORPORATION;Banques - Autres;Décembre;CNY en Millions;Asie;Hong Kong;Total de la dette remboursée;-79240.0;-81900.0;-62390.0;-123000.0;-96490.0;;;
Flux de trésorerie;CHINA CONSTRUCTION BANK CORPORATION;Banques - Autres;Décembre;CNY en Millions;Asie;Hong Kong;Émission d'actions ordinaires;Nan;Nan;39990.0;59990.0;Nan;;;
Flux de trésorerie;CHINA CONSTRUCTION BANK CORPORATION;Banques - Autres;Décembre;CNY en Millions;Asie;Hong Kong;Rachat d'actions ordinaires;-19930.0;Nan;Nan;Nan;-40000.0;;;
Flux de trésorerie;CHINA CONSTRUCTION BANK CORPORATION;Banques - Autres;Décembre;CNY en Millions;Asie;Hong Kong;Dividendes ordinaires payés;-80000.0;Nan;Nan;Nan;-105000.0;;;
Flux de trésorerie;CHINA CONSTRUCTION BANK CORPORATION;Banques - Autres;Décembre;CNY en Millions;Asie;Hong Kong;Dividendes ordinaires et de préférence payés;-85630.0;-86360.0;-95860.0;-103000.0;-107000.0;;;
Flux de trésorerie;CHINA CONSTRUCTION BANK CORPORATION;Banques - Autres;Décembre;CNY en Millions;Asie;Hong Kong;Autres activités de financement, total;-23260.0;-26290.0;-33670.0;-30640.0;-36670.0;;;
Flux de trésorerie;CHINA CONSTRUCTION BANK CORPORATION;Banques - Autres;Décembre;CNY en Millions;Asie;Hong Kong;Flux de trésorerie de financement;-89960.0;16120.0;-6420.0;2939000.0;1319000.0;;;
Flux de trésorerie;CHINA CONSTRUCTION BANK CORPORATION;Banques - Autres;Décembre;CNY en Millions;Asie;Hong Kong;Ajustements des taux de change;-21980.0;-7620.0;17730.0;7540.0;5790.0;;;
Flux de trésorerie;CHINA CONSTRUCTION BANK CORPORATION;Banques - Autres;Décembre;CNY en Millions;Asie;Hong Kong;Variation nette de la trésorerie;-173000.0;-73330.0;338000.0;-218000.0;-356000.0;;;
Ratios;CHINA CONSTRUCTION BANK CORPORATION;Banques - Autres;Décembre;CNY en Millions;Asie;Hong Kong;Rentabilité des actifs (ROA);1.02;1.04;1.0;0.91;0.85;;;
Ratios;CHINA CONSTRUCTION BANK CORPORATION;Banques - Autres;Décembre;CNY en Millions;Asie;Hong Kong;Rentabilité des capitaux propres (ROE);11.83;12.15;11.77;10.99;10.32;;;
Ratios;CHINA CONSTRUCTION BANK CORPORATION;Banques - Autres;Décembre;CNY en Millions;Asie;Hong Kong;Rentabilité des capitaux propres ordinaires;11.95;12.33;11.99;11.13;10.34;;;
Ratios;CHINA CONSTRUCTION BANK CORPORATION;Banques - Autres;Décembre;CNY en Millions;Asie;Hong Kong;Marge après frais de vente, généraux et administratifs %;31.28;31.49;31.47;33.45;34.9;;;
Ratios;CHINA CONSTRUCTION BANK CORPORATION;Banques - Autres;Décembre;CNY en Millions;Asie;Hong Kong;Marge des activités poursuivies %;48.65;46.31;48.38;53.42;55.32;;;
Ratios;CHINA CONSTRUCTION BANK CORPORATION;Banques - Autres;Décembre;CNY en Millions;Asie;Hong Kong;Marge nette %;48.2;46.09;48.49;53.45;55.21;;;
Ratios;CHINA CONSTRUCTION BANK CORPORATION;Banques - Autres;Décembre;CNY en Millions;Asie;Hong Kong;Net Avail. Pour la marge commune %;47.2;45.4;47.81;52.63;54.04;;;
Ratios;CHINA CONSTRUCTION BANK CORPORATION;Banques - Autres;Décembre;CNY en Millions;Asie;Hong Kong;Marge nette normalisée %;36.64;35.82;35.85;40.49;39.41;;;
Ratios;CHINA CONSTRUCTION BANK CORPORATION;Banques - Autres;Décembre;CNY en Millions;Asie;Hong Kong;Bénéfices des activités poursuivies, Croissance 1 an;1.62;11.09;6.33;2.34;1.15;;;
Ratios;CHINA CONSTRUCTION BANK CORPORATION;Banques - Autres;Décembre;CNY en Millions;Asie;Hong Kong;Résultat net, Croissance 1 an;1.62;11.61;7.06;2.44;0.88;;;
Ratios;CHINA CONSTRUCTION BANK CORPORATION;Banques - Autres;Décembre;CNY en Millions;Asie;Hong Kong;Résultat net normalisé sur 1 an;1.9;13.1;1.86;1.84;-1.65;;;
Ratios;CHINA CONSTRUCTION BANK CORPORATION;Banques - Autres;Décembre;CNY en Millions;Asie;Hong Kong;BPA dilué avant extra, 1 an de croissance;1.01;12.26;7.33;2.34;0.0;;;
Ratios;CHINA CONSTRUCTION BANK CORPORATION;Banques - Autres;Décembre;CNY en Millions;Asie;Hong Kong;Dividende par action, 1 an de croissance;1.88;11.66;6.87;2.83;0.75;;;
Ratios;CHINA CONSTRUCTION BANK CORPORATION;Banques - Autres;Décembre;CNY en Millions;Asie;Hong Kong;Total des actifs, 1 an Croissance en %;10.6;7.54;14.37;10.76;5.86;;;
Ratios;CHINA CONSTRUCTION BANK CORPORATION;Banques - Autres;Décembre;CNY en Millions;Asie;Hong Kong;Actif corporel net, Croissance 1 an;7.98;9.78;10.7;10.63;5.64;;;
Ratios;CHINA CONSTRUCTION BANK CORPORATION;Banques - Autres;Décembre;CNY en Millions;Asie;Hong Kong;Capitaux Propres ordinaires, Croissance 1 an;7.87;9.69;10.62;10.54;5.57;;;
Ratios;CHINA CONSTRUCTION BANK CORPORATION;Banques - Autres;Décembre;CNY en Millions;Asie;Hong Kong;Bénéfices des activités poursuivies, CAGR sur 2 ans;3.45;6.25;8.69;4.59;1.74;;;
Ratios;CHINA CONSTRUCTION BANK CORPORATION;Banques - Autres;Décembre;CNY en Millions;Asie;Hong Kong;Résultat net, CAGR sur 2 ans;3.17;6.5;9.31;4.86;1.66;;;
Ratios;CHINA CONSTRUCTION BANK CORPORATION;Banques - Autres;Décembre;CNY en Millions;Asie;Hong Kong;Résultat net normalisé, CAGR sur 2 ans;3.63;7.83;7.33;3.53;-1.61;;;
Ratios;CHINA CONSTRUCTION BANK CORPORATION;Banques - Autres;Décembre;CNY en Millions;Asie;Hong Kong;BPA dilué avant extra, 2 ans. CAGR %;3.04;6.41;9.77;4.92;1.17;;;
Ratios;CHINA CONSTRUCTION BANK CORPORATION;Banques - Autres;Décembre;CNY en Millions;Asie;Hong Kong;Dividende par action, 2 ans CAGR %;3.22;6.65;9.24;4.83;1.78;;;
Ratios;CHINA CONSTRUCTION BANK CORPORATION;Banques - Autres;Décembre;CNY en Millions;Asie;Hong Kong;Total des actifs, 2 ans CAGR %;10.06;9.06;10.9;12.55;8.28;;;
Ratios;CHINA CONSTRUCTION BANK CORPORATION;Banques - Autres;Décembre;CNY en Millions;Asie;Hong Kong;Actif corporel net, CAGR sur 2 ans;10.32;8.88;10.24;10.64;8.11;;;
Ratios;CHINA CONSTRUCTION BANK CORPORATION;Banques - Autres;Décembre;CNY en Millions;Asie;Hong Kong;Capitaux Propres ordinaires, CAGR sur 2 ans;10.23;8.78;10.16;10.56;8.02;;;
Ratios;CHINA CONSTRUCTION BANK CORPORATION;Banques - Autres;Décembre;CNY en Millions;Asie;Hong Kong;Bénéfices des activités poursuivies, CAGR sur 3 ans;3.94;5.94;6.28;6.71;3.43;;;
Ratios;CHINA CONSTRUCTION BANK CORPORATION;Banques - Autres;Décembre;CNY en Millions;Asie;Hong Kong;Résultat net, CAGR sur 3 ans;3.81;5.91;6.68;7.06;3.52;;;
Ratios;CHINA CONSTRUCTION BANK CORPORATION;Banques - Autres;Décembre;CNY en Millions;Asie;Hong Kong;Résultat net normalisé, CAGR sur 3 ans;3.46;7.01;5.8;6.63;0.63;;;
Ratios;CHINA CONSTRUCTION BANK CORPORATION;Banques - Autres;Décembre;CNY en Millions;Asie;Hong Kong;BPA dilué avant extra, 3 ans. CAGR %;3.41;5.97;6.71;7.31;3.25;;;
Ratios;CHINA CONSTRUCTION BANK CORPORATION;Banques - Autres;Décembre;CNY en Millions;Asie;Hong Kong;Dividende par action, 3 ans CAGR %;3.86;5.96;6.73;7.06;3.45;;;
Ratios;CHINA CONSTRUCTION BANK CORPORATION;Banques - Autres;Décembre;CNY en Millions;Asie;Hong Kong;Total des actifs, 3 ans CAGR %;8.34;9.22;10.8;10.86;10.28;;;
Ratios;CHINA CONSTRUCTION BANK CORPORATION;Banques - Autres;Décembre;CNY en Millions;Asie;Hong Kong;Actif corporel net, CAGR sur 3 ans;10.77;10.14;9.48;10.35;8.95;;;
Ratios;CHINA CONSTRUCTION BANK CORPORATION;Banques - Autres;Décembre;CNY en Millions;Asie;Hong Kong;Capitaux Propres ordinaires, CAGR sur 3 ans;10.68;10.05;9.39;10.27;8.87;;;
Ratios;CHINA CONSTRUCTION BANK CORPORATION;Banques - Autres;Décembre;CNY en Millions;Asie;Hong Kong;Bénéfices des activités poursuivies, CAGR sur 5 ans;3.63;5.51;5.81;5.4;4.55;;;
Ratios;CHINA CONSTRUCTION BANK CORPORATION;Banques - Autres;Décembre;CNY en Millions;Asie;Hong Kong;Résultat net, CAGR sur 5 ans;3.51;5.5;5.98;5.49;4.7;;;
Ratios;CHINA CONSTRUCTION BANK CORPORATION;Banques - Autres;Décembre;CNY en Millions;Asie;Hong Kong;Résultat net normalisé, CAGR sur 5 ans;2.09;5.06;5.18;5.61;3.45;;;
Ratios;CHINA CONSTRUCTION BANK CORPORATION;Banques - Autres;Décembre;CNY en Millions;Asie;Hong Kong;BPA dilué avant extra, 5 ans CAGR %;3.13;5.28;5.88;5.55;4.5;;;
Ratios;CHINA CONSTRUCTION BANK CORPORATION;Banques - Autres;Décembre;CNY en Millions;Asie;Hong Kong;Dividende par action, 5 ans CAGR %;3.54;5.54;5.98;5.5;4.72;;;
Ratios;CHINA CONSTRUCTION BANK CORPORATION;Banques - Autres;Décembre;CNY en Millions;Asie;Hong Kong;Total des actifs, 5 ans CAGR %;8.92;7.61;9.36;10.54;9.79;;;
Ratios;CHINA CONSTRUCTION BANK CORPORATION;Banques - Autres;Décembre;CNY en Millions;Asie;Hong Kong;Capitaux Propres ordinaires, CAGR sur 5 ans;10.26;10.18;10.47;10.25;8.83;;;
